n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,partrgrno,lottoID,ocid
1508,ZB9292D418,T-IT-CF-08526500155,Società PIEMME spa,,,,idm35783,ocds-xxxxxx-ZB9292D418
1509,Z98291C956,T-IT-CF-03222970406,MYO S.r.l.,,,,idm35806,ocds-xxxxxx-Z98291C956
1510,Z0C2901588,T-IT-CF-07224650155,Bosi Franco S.N.C. di Bosi Enzo & C.,,,,idm35826,ocds-xxxxxx-Z0C2901588
1511,Z3E2949169,T-IT-CF-00743840159,Società  AVVENIRE NUOVA EDITORIALE ITALIANA  SPA,,,,idm35846,ocds-xxxxxx-Z3E2949169
1511,Z3E2949169,T-IT-CF-08526500155,Società PIEMME spa,,,,idm35846,ocds-xxxxxx-Z3E2949169
1512,Z7C294AAF2,T-IT-CF-97444670158,Associazione G.S. VIRTUS MILANO,,,,idm35869,ocds-xxxxxx-Z7C294AAF2
1513,Z87294655B,T-IT-CF-97697650154,Associazione FERMATI OTELLO,,,,idm35889,ocds-xxxxxx-Z87294655B
1514,ZB829465D1,T-IT-CF-97848080152,Associazione Cine Circolo Casoretto,,,,idm35909,ocds-xxxxxx-ZB829465D1
1515,Z51294667D,T-IT-CF-97690130154,Associazione GIACIMENTI URBANI,,,,idm35929,ocds-xxxxxx-Z51294667D
1516,Z7E2781930,T-IT-CF-04376620151,Politecnico di Milano,,,,idm35949,ocds-xxxxxx-Z7E2781930
1517,Z7D2946D72,T-IT-CF-11024950153,Fondazione Orchestra Sinfonica e Coro Sinfonico di Milano G.Verdi,,,,idm35967,ocds-xxxxxx-Z7D2946D72
1518,Z3B2828D75,T-IT-CF-11229760019,"FARE PREVENZIONE SRL  - via Antinori, 8 - Torino",,,,idm35987,ocds-xxxxxx-Z3B2828D75
1518,Z3B2828D75,T-IT-CF-11087250152,"STUDIO SERAFINI  - via P. Diacono, 6 - MILANO",,,,idm35987,ocds-xxxxxx-Z3B2828D75
1518,Z3B2828D75,T-IT-CF-06980800962,"GBRG ENGINEERING SRL – via P.Togliatti, 54 Zibido San Giacomo 20080",,,,idm35987,ocds-xxxxxx-Z3B2828D75
1518,Z3B2828D75,T-IT-CF-10125260017,"GAE ENGINEERING SRL -corso Marconi, 20 - 10125 Torino -",,,,idm35987,ocds-xxxxxx-Z3B2828D75
1519,ZCE29143D7,T-IT-CF-01917100131,CSC Allestimenti srl - via San Damiano 2 - Milano,,,,idm36016,ocds-xxxxxx-ZCE29143D7
1520,7746896CCE,T-IT-CF-09506740159,"ANTARES ELETTRONICA SRL - VIA TORINO, 18 - 20021 BOLLATE (MI)",,,,idm36036,ocds-xxxxxx-7746896CCE
1520,7746896CCE,T-IT-CF-01032090076,"BPG RADIOCOMUNICAZIONI SRL - via nazionale, 13 - 10060 PINASCA (TO)",,,,idm36036,ocds-xxxxxx-7746896CCE
1520,7746896CCE,T-IT-CF-00749000944,"SAITEL TELECOMUNICAZIONI SRL - VIA PACINOTTI, 23 - 20092 CINISELLO BALSAMO (MI)",,,,idm36036,ocds-xxxxxx-7746896CCE
1520,7746896CCE,T-IT-CF-07064470151,"TPSFERIACOM SRL - VIA EINSTEIN, 6 - 20090 CUSAGO (MI)",,,,idm36036,ocds-xxxxxx-7746896CCE
1521,Z64296F0C2,T-IT-CF-04757180726,INTEL MEDIA PUBBLICITÀ SRL,,,,idm36065,ocds-xxxxxx-Z64296F0C2
1521,Z64296F0C2,T-IT-CF-04705810150,A. MANZONI & C. SPA,,,,idm36065,ocds-xxxxxx-Z64296F0C2
1522,IDM36088,T-IT-CF-01742310152,MM S.p.A,,,,idm36088,ocds-xxxxxx-IDM36088
1523,IDM36107,T-IT-CF-01742310152,MM S.p.A,,,,idm36107,ocds-xxxxxx-IDM36107
1524,Z732966D7F,T-IT-CF-00777910159,IL SOLE 24 ORE SPA,,,,idm36126,ocds-xxxxxx-Z732966D7F
1524,Z732966D7F,T-IT-CF-06357951000,SPORT NETWORK S.R.L.,,,,idm36126,ocds-xxxxxx-Z732966D7F
1525,Z9E28A7074,T-IT-CF-00311120042,Salvi Harps della N.S.M. S.p.a.,,,,idm36149,ocds-xxxxxx-Z9E28A7074
1526,ZCD2933E79,T-IT-CF-03967470968,Ambiente Scuola Srl,,,,idm36169,ocds-xxxxxx-ZCD2933E79
1527,Z3328BA1F4,T-IT-CF-02118311006,CNR - ISTITUTO PER LA DINAMICA DEI PROCESSI AMBIENTALI,,,,idm36189,ocds-xxxxxx-Z3328BA1F4
1528,Z0228CEDDF,T-IT-CF-00195340120,DONATI SOLLEVAMENTI SRL,,,,idm36209,ocds-xxxxxx-Z0228CEDDF
1529,Z76291A1C7,T-IT-CF-00832581201,MANTOVANI PET DIFFUSION,,,,idm36229,ocds-xxxxxx-Z76291A1C7
1530,ZBC290082C,T-IT-CF-01926220342,ESCHEMATTEO S.N.C,,,,idm36249,ocds-xxxxxx-ZBC290082C
1531,Z29279ABCD,T-IT-CF-08436420965,ECOCOOP MULTISERVICE SOC.COOP.,,,,idm36269,ocds-xxxxxx-Z29279ABCD
1532,ZA027F082D,T-IT-CF-00139480982,CAVALLI MUSICA DI CAVALLI PIETRO -  VIA ARTIGIANI 1 - 25030 CASTREZZATO (BS),,,,idm36289,ocds-xxxxxx-ZA027F082D
1533,ZBE257A838,T-IT-CF-00826650152,INITIAL ITALIA SPA - VIA DELLA LEVATA 24 - LACCHIARELLA (MI),,,,idm36309,ocds-xxxxxx-ZBE257A838
1534,Z902867CC2,T-IT-CF-03084000128,BM SERVIZI SRL - VIA PER CANTALUPO 3 -      ORIGGIO (VA),,,,idm36329,ocds-xxxxxx-Z902867CC2
1535,7952028D16,T-IT-CF-04839740489,POSTEL S.p.A.,,,,idm36349,ocds-xxxxxx-7952028D16
1536,Z5E28A6FDF,T-IT-CF-07064470151,"TPSFERIACOM SRL - VIA EINSTEIN, 6 - 20090 CUSAGO (MI)",,,,idm36369,ocds-xxxxxx-Z5E28A6FDF
1537,7952061853,T-IT-CF-97103880585,POSTE ITALIANA SPA,,,,idm36389,ocds-xxxxxx-7952061853
1538,79564405FE,T-IT-CF-12383760159,NEXIVE SPA,,,,idm36409,ocds-xxxxxx-79564405FE
1539,79561094D8,T-IT-CF-97103880585,Poste Itaiane S.p.A.,,,,idm36429,ocds-xxxxxx-79561094D8
1540,Z682900A0D,T-IT-CF-08041740963,"Radice Massimiliano Attilio - via Trieste,21 - 20823 - Lentate sul Seveso (MB)",,,,idm36449,ocds-xxxxxx-Z682900A0D
1541,Z2629434A9,T-IT-CF-01620020337,"CARDIAC SCIENCE SRL - VIA CORSELLI, 11 - 29122 PIACENZA",,,,idm36469,ocds-xxxxxx-Z2629434A9
1542,Z372864179,T-IT-CF-03226300154,DONISELLI VELO MOTO S.r.l.,,,,idm36489,ocds-xxxxxx-Z372864179
1543,7923300201,T-IT-CF-08443160158,CHANEL SRL  - VIA MONTEBELLO 39/A MILANO,,,,idm36509,ocds-xxxxxx-7923300201
1544,ZAA28AC9F8,T-IT-CF-12883420155,A2A ENERGIA SPA,,,,idm36529,ocds-xxxxxx-ZAA28AC9F8
1545,7983955816,T-IT-CF-04105740486,NIVI CREDIT S.R.L. - VIA O. DA PORDENONE 14/20 FIRENZE,,,,idm36549,ocds-xxxxxx-7983955816
1546,ZEA2843EEE,T-IT-CF-07184370968,PT MATIC SRL,,,,idm36569,ocds-xxxxxx-ZEA2843EEE
1547,ZB6294C367,T-IT-CF-RBSRRT68T31G220P,TERMOIDRAULICA di Rebosio R.,,,,idm36589,ocds-xxxxxx-ZB6294C367
1548,Z4D282B1AF,T-IT-CF-06938560965,INRETE,,,,idm36609,ocds-xxxxxx-Z4D282B1AF
1549,IDM36629,T-IT-CF-13226890153,"Milano Ristorazione S.p.A. - Via Quaranta, 41 - Milano",,,,idm36629,ocds-xxxxxx-IDM36629
1550,IDM36649,T-IT-CF-02672340649,C-ENGINEERING S.R.L.,,,,idm36649,ocds-xxxxxx-IDM36649
1551,IDM36669,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36669,ocds-xxxxxx-IDM36669
1552,Z4B294BD1D,T-IT-CF-08693820154,"M.D.S. ELECTRONICS S.R.L. - VIA GUGLIELMO MARCONI, 6 - 20020 ARESE (MI)",,,,idm36689,ocds-xxxxxx-Z4B294BD1D
1553,Z3437273A4,T-IT-CF-10715550017,GIERREGI INGEGNERIA S.R.L.,,,,idm36709,ocds-xxxxxx-Z3437273A4
1554,ZF529299C0,T-IT-CF-02903570584,"A.I.B. ASSOCIAZIONE ITALIANA BIBLIOTECHE - VIALE CASTRO PRETORIO, 105 - 00185 ROMA",,,,idm36729,ocds-xxxxxx-ZF529299C0
1555,Z152929A2A,T-IT-CF-11164410018,"EBSCO INFORMATION SERVICES S.R.L. - VIA GRESSONEY, 29/B - 10155 TORINO",,,,idm36749,ocds-xxxxxx-Z152929A2A
1556,IDM36769,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36769,ocds-xxxxxx-IDM36769
1557,ZEA2929AB5,T-IT-CF-NAN,CENGAGE LEARNING (EMEAS) ITD - CHERITON HOUSE - NORTH WAY - ANDOVER - HAMPSHIRE - SP10 5BE (UK),,GB198923209,,idm36789,ocds-xxxxxx-ZEA2929AB5
1558,IDM36809,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36809,ocds-xxxxxx-IDM36809
1559,IDM36829,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36829,ocds-xxxxxx-IDM36829
1560,IDM36849,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36849,ocds-xxxxxx-IDM36849
1561,IDM36869,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36869,ocds-xxxxxx-IDM36869
1562,IDM36889,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36889,ocds-xxxxxx-IDM36889
1563,IDM36909,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36909,ocds-xxxxxx-IDM36909
1564,IDM36929,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm36929,ocds-xxxxxx-IDM36929
1565,IDM36949,T-IT-CF-13226890153,MILANO RISTORAZIONE S.P.A.,,,,idm36949,ocds-xxxxxx-IDM36949
1566,Z00290BBEB,T-IT-CF-04705810150,A. MANZONI & C. S.P.A.,,,,idm36969,ocds-xxxxxx-Z00290BBEB
1567,ZCF29151D6,T-IT-CF-04705810150,A. MANZONI & C. S.P.A.,,,,idm36989,ocds-xxxxxx-ZCF29151D6
1568,Z43290BC54,T-IT-CF-08526500155,PIEMME  s.p.a.,,,,idm37009,ocds-xxxxxx-Z43290BC54
1569,Z1C29151A2,T-IT-CF-08526500155,PIEMME  s.p.a.,,,,idm37029,ocds-xxxxxx-Z1C29151A2
1570,ZF22915177,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37049,ocds-xxxxxx-ZF22915177
1571,ZAA2935F33,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37069,ocds-xxxxxx-ZAA2935F33
1572,Z8E29152F2,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37089,ocds-xxxxxx-Z8E29152F2
1573,Z5829417FA,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37109,ocds-xxxxxx-Z5829417FA
1574,Z56290BC8C,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37129,ocds-xxxxxx-Z56290BC8C
1575,Z5F2937B07,T-IT-CF-00743840159,AVVENIRE – NUOVA EDITORIALE ITALIANA S.P.A. – piazza Carbonari n. 3 – 20125 Milano,,,,idm37149,ocds-xxxxxx-Z5F2937B07
1576,IDM37169,T-IT-CF-01742310152,MM SPA,,,,idm37169,ocds-xxxxxx-IDM37169
1577,Z172980225,T-IT-CF-09864610150,SOCIETA’ CLASS PUBBLICITA’ SPA,,,,idm37189,ocds-xxxxxx-Z172980225
1577,Z172980225,T-IT-CF-00326930377,SOCIETA' SPEED Società Pubblicità Editoriale e Digitale SPA,,,,idm37189,ocds-xxxxxx-Z172980225
1578,Z90297CC7A,T-IT-CF-09864610150,SOCIETA’ CLASS PUBBLICITA’ SPA,,,,idm37212,ocds-xxxxxx-Z90297CC7A
1578,Z90297CC7A,T-IT-CF-04705810150,SOCIETA’ A. MANZONI & C. SPA,,,,idm37212,ocds-xxxxxx-Z90297CC7A
1579,Z3E294D124,T-IT-CF-07156010964,HOTEL DEL SUD,,,,idm37235,ocds-xxxxxx-Z3E294D124
1580,7956683E83,T-IT-CF-02526620121,GNODI SERVICE SRL,,,,idm37255,ocds-xxxxxx-7956683E83
1581,798127005D,T-IT-CF-02891720175,TEMPO LIBERO SOCIETA' COOPERATIVA SOCIALE ONLUS,04-CAPOGRUPPO,,0.0,idm37273,ocds-xxxxxx-798127005D
1581,798127005D,T-IT-CF-03180410981,ELEFANTI VOLANTI SCS ONLUS,03-ASSOCIATA,,0.0,idm37273,ocds-xxxxxx-798127005D
1581,798127005D,T-IT-CF-00510430184,ALDIA COOPERATIVA SOCIALE,,,,idm37273,ocds-xxxxxx-798127005D
1581,798127005D,T-IT-CF-10862550158,PIANETA AZZURRO. SOCIETA' COOPERATIVA SOCIALE ONLUS,,,,idm37273,ocds-xxxxxx-798127005D
1582,79813019EF,T-IT-CF-02891720175,TEMPO LIBERO SOCIETA' COOPERATIVA SOCIALE ONLUS,04-CAPOGRUPPO,,0.0,idm37303,ocds-xxxxxx-79813019EF
1582,79813019EF,T-IT-CF-03180410981,ELEFANTI VOLANTI SCS ONLUS,03-ASSOCIATA,,0.0,idm37303,ocds-xxxxxx-79813019EF
1582,79813019EF,T-IT-CF-01647320066,PROGETTO A. SOCIETA' COOPERATIVA SOCIALE,,,,idm37303,ocds-xxxxxx-79813019EF
1582,79813019EF,T-IT-CF-00510430184,ALDIA COOPERATIVA SOCIALE,,,,idm37303,ocds-xxxxxx-79813019EF
1583,7981306E0E,T-IT-CF-02891720175,TEMPO LIBERO SOCIETA' COOPERATIVA SOCIALE ONLUS,04-CAPOGRUPPO,,0.0,idm37333,ocds-xxxxxx-7981306E0E
1583,7981306E0E,T-IT-CF-03180410981,ELEFANTI VOLANTI SCS ONLUS,03-ASSOCIATA,,0.0,idm37333,ocds-xxxxxx-7981306E0E
1583,7981306E0E,T-IT-CF-01647320066,PROGETTO A. SOCIETA' COOPERATIVA SOCIALE,,,,idm37333,ocds-xxxxxx-7981306E0E
1583,7981306E0E,T-IT-CF-03747970014,COOPERATIVA ANIMAZIONE VALDOCCO SCSIS ONLUS,,,,idm37333,ocds-xxxxxx-7981306E0E
1583,7981306E0E,T-IT-CF-00510430184,ALDIA COOPERATIVA SOCIALE,,,,idm37333,ocds-xxxxxx-7981306E0E
1584,7990087C5E,T-IT-CF-01973900838,MUNICIPIA S.P.A.,,,,idm37372,ocds-xxxxxx-7990087C5E
1585,7990099647,T-IT-CF-02661970133,IDEATECH SRL,04-CAPOGRUPPO,,0.0,idm37390,ocds-xxxxxx-7990099647
1585,7990099647,T-IT-CF-01973900838,MUNICIPIA S.P.A.,03-ASSOCIATA,,0.0,idm37390,ocds-xxxxxx-7990099647
1586,7984154C4D,T-IT-CF-07659880152,DETTO FATTO SOCIETA' COOPERATIVA SOCIALE,,,,idm37420,ocds-xxxxxx-7984154C4D
1587,8006948683,T-IT-CF-NAN,,,,,idm37440,ocds-xxxxxx-8006948683
1588,800314542E,T-IT-CF-03483920173,PROJECT AUTOMATION S.P.A.,04-CAPOGRUPPO,,0.0,idm37452,ocds-xxxxxx-800314542E
1588,800314542E,T-IT-CF-00913300356,BELLESIA ROMANO E GIANNI S.R.L.,03-ASSOCIATA,,0.0,idm37452,ocds-xxxxxx-800314542E
1588,800314542E,T-IT-CF-07937690019,SINELEC S.P.A.,04-CAPOGRUPPO,,1.0,idm37452,ocds-xxxxxx-800314542E
1588,800314542E,T-IT-CF-01534430044,ALPITEL S.P.A.,03-ASSOCIATA,,1.0,idm37452,ocds-xxxxxx-800314542E
1589,8009437C7E,T-IT-CF-NAN,,,,,idm37491,ocds-xxxxxx-8009437C7E
1590,8009454A86,T-IT-CF-10864220156,COOPERATIVA  SOCIALE EUREKA SOC. COOP. A R.L.,04-CAPOGRUPPO,,0.0,idm37503,ocds-xxxxxx-8009454A86
1590,8009454A86,T-IT-CF-03146940964,ASSOCIAZIONE MOSAICO INTERCULTURALE ONLUS,03-ASSOCIATA,,0.0,idm37503,ocds-xxxxxx-8009454A86
1590,8009454A86,T-IT-CF-05075550151,COOPERATIVA SOCIALE CO.GE.S.S.,03-ASSOCIATA,,0.0,idm37503,ocds-xxxxxx-8009454A86
1590,8009454A86,T-IT-CF-11565681001,LANGUAGE ACADEMY SCARL,,,,idm37503,ocds-xxxxxx-8009454A86
1590,8009454A86,T-IT-CF-00654080076,EUROSTREET SOC. COOP.VA,,,,idm37503,ocds-xxxxxx-8009454A86
1591,8012644301,T-IT-CF-10188790967,VIVO CONCERTI SRL,,,,idm37534,ocds-xxxxxx-8012644301
1591,8012644301,T-IT-CF-01159590114,ARTIFICIO 23 SRL,,,,idm37534,ocds-xxxxxx-8012644301
1591,8012644301,T-IT-CF-03709630960,SHINING PRODUCTION SRL,,,,idm37534,ocds-xxxxxx-8012644301
1591,8012644301,T-IT-CF-07334230963,PIANO B SRL,,,,idm37534,ocds-xxxxxx-8012644301
1592,ZAE2964488,T-IT-CF-09864610150,CLASS PUBBLICITA' S.R.L. - VIA BURIGOZZO 5 - 20122 MILANO,,,,idm37563,ocds-xxxxxx-ZAE2964488
1593,ZB22968652,T-IT-CF-09864610150,CLASS PUBBLICITA' S.R.L. - VIA BURIGOZZO 5 - 20122 MILANO,,,,idm37583,ocds-xxxxxx-ZB22968652
1594,Z1928C70B0,T-IT-CF-05106870966,Diego Espresso Srl,,,,idm37603,ocds-xxxxxx-Z1928C70B0
1595,Z9528A080F,T-IT-CF-11282450151,Skira Editore SpA,,,,idm37623,ocds-xxxxxx-Z9528A080F
1596,ZC829027D9,T-IT-CF-CVLPTR52H29C332S,"CAVALLI PIETRO impresa individuale CAVALLI MUSICA  Via Artigiani, 1 Castrezzato (BS)",,,,idm37643,ocds-xxxxxx-ZC829027D9
1597,Z9828B68DB,T-IT-CF-BLLNDR70T19A794K,ARCHITETTO ANDREA BELLOCCHIO,,,,idm37663,ocds-xxxxxx-Z9828B68DB
1597,Z9828B68DB,T-IT-CF-RSTLSN69E16F205S,RASTELLI ARCH. ALESSANDRO,,,,idm37663,ocds-xxxxxx-Z9828B68DB
1597,Z9828B68DB,T-IT-CF-LBRLRT62T18C469K,ING. ALBERTI ALBERTO,,,,idm37663,ocds-xxxxxx-Z9828B68DB
1597,Z9828B68DB,T-IT-CF-SSSNNF66E01F205D,ARCH. SASSANO ANTONIO FABIO,,,,idm37663,ocds-xxxxxx-Z9828B68DB
1597,Z9828B68DB,T-IT-CF-06433810964,STUDIO DI ARCHITETTURA E DESIGN BARBIERI E NEGRI,,,,idm37663,ocds-xxxxxx-Z9828B68DB
1598,Z80292DD3E,T-IT-CF-05059990480,Locabox S.r.l. - con sede legale in Via dell’industria n. 10 - TRIVOLZIO (PV),,,,idm37690,ocds-xxxxxx-Z80292DD3E
1599,Z17296AEE7,T-IT-CF-00829840156,"GIUFFRE' FRANCIS LEFEBVRE SPA - VIA BUSTO ARSIZIO, 40 - 20151 MILANO",,,,idm37710,ocds-xxxxxx-Z17296AEE7
1600,Z2928F1D72,T-IT-CF-10616430152,Volumina sas,,,,idm37730,ocds-xxxxxx-Z2928F1D72
1601,ZD02867D57,T-IT-CF-01277860266,ARTISPORT SRL - VIA FORNACI 59 - 31020 REVINE LAGO (TV),,,,idm37750,ocds-xxxxxx-ZD02867D57
1602,ZFA297A46A,T-IT-CF-10765880157,"DISTRELEC ITALIA - VIA CANOVA, 46/50 - 20020 - LAINATE (MI)",,,,idm37770,ocds-xxxxxx-ZFA297A46A
1603,Z09293EF13,T-IT-CF-CZZCRM61H17H243X,DUECI DI COZZOLINO GEREMIA,,,,idm37790,ocds-xxxxxx-Z09293EF13
1604,ZB8289B64F,T-IT-CF-00213180169,CARMINATI & GUIZZARDI,,,,idm37810,ocds-xxxxxx-ZB8289B64F
1605,Z2528114E9,T-IT-CF-08531990151,Aconerre snc,,,,idm37830,ocds-xxxxxx-Z2528114E9
1606,Z3E2824B98,T-IT-CF-03944240377,Kriterion di Isabella Rimondi & c,,,,idm37850,ocds-xxxxxx-Z3E2824B98
1607,Z11299E4E1,T-IT-CF-01255720169,Esselunga spa,,,,idm37869,ocds-xxxxxx-Z11299E4E1
1608,Z0829232A7,T-IT-CF-08528830150,"NOVAMONT SPA - via Fauser, 8 - 28100 Novara",,,,idm37888,ocds-xxxxxx-Z0829232A7
1609,Z542923387,T-IT-CF-06722600019,Edison Spa - Foro Buonaparte 31 -Milano,,,,idm37908,ocds-xxxxxx-Z542923387
1610,7948246C15,T-IT-CF-04410060158,"Fondazione I Pomeriggi Musicali - Via San Giovanni sul Muro, 2 -20121 Milano",,,,idm37928,ocds-xxxxxx-7948246C15
1611,79414904DD,T-IT-CF-03174190151,CVNTRASLOG SOC COOP,,,,idm37945,ocds-xxxxxx-79414904DD
1611,79414904DD,T-IT-CF-14115241003,INTERNATIONAL LOGISTIC COMPANY,,,,idm37945,ocds-xxxxxx-79414904DD
1612,Z3B29A01D9,T-IT-CF-05434900964,Associazione Renoir Sas,,,,idm37968,ocds-xxxxxx-Z3B29A01D9
1613,Z8E29576D5,T-IT-CF-05602640962,BRICO CENTER,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1613,Z8E29576D5,T-IT-CF-03592480135,PEREGOLIBRI FORNITURE,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1613,Z8E29576D5,T-IT-CF-01461010157,Bamboo design,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1613,Z8E29576D5,T-IT-CF-09736070153,ZIBOR,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1613,Z8E29576D5,T-IT-CF-06869690013,Cestenolvetri,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1613,Z8E29576D5,T-IT-CF-04506970153,TORRICELLI,,,,idm37988,ocds-xxxxxx-Z8E29576D5
1614,Z9C29A0185,T-IT-CF-97644800159,Ass.ne Culturale I Distratti,,,,idm38021,ocds-xxxxxx-Z9C29A0185
1615,ZA42945990,T-IT-CF-04024310965,APS L'ISOLACHENONC'E,,,,idm38041,ocds-xxxxxx-ZA42945990
1616,ZA3294ED58,T-IT-CF-02472340062,Segnaletica Alessandrina Srls,,,,idm38061,ocds-xxxxxx-ZA3294ED58
1617,IDM38081,T-IT-CF-01696620150,"TAVOLA S.P.A. - VIA BERNARDINO VERRO, 35 - 20141 MILANO",,,,idm38081,ocds-xxxxxx-IDM38081
1618,IDM38101,T-IT-CF-00026870881,"BANACA AGRICOLA POPOLARE DI RAGUSA - VIA FILIPPO CORRIDONI, 1 - 20122 MILANO",,,,idm38101,ocds-xxxxxx-IDM38101
1619,Z2E28ED156,T-IT-CF-10112450969,TALENT SERVICES S.R.L.,,,,idm38121,ocds-xxxxxx-Z2E28ED156
1620,Z9428EE306,T-IT-CF-10112450969,CE.SVI.P. LOMBARDIA,,,,idm38141,ocds-xxxxxx-Z9428EE306
1621,ZAC28EE39C,T-IT-CF-09314880155,A.R.P. Associazione per la ricerca in psicologia clinica,,,,idm38161,ocds-xxxxxx-ZAC28EE39C
1622,Z6528EE415,T-IT-CF-93031750156,APS YOUNG EFFECT,,,,idm38181,ocds-xxxxxx-Z6528EE415
1623,Z0A28FCC70,T-IT-CF-11629770154,GI GROUP S.P.A,,,,idm38201,ocds-xxxxxx-Z0A28FCC70
1624,ZBA28EE471,T-IT-CF-08946350967,ACTA-ASSOCIAZIONE CONSULENTI TERZIARIO AVANZATO,,,,idm38221,ocds-xxxxxx-ZBA28EE471
1625,ZAD28EF587,T-IT-CF-80142430158,ASSOCIAZIONE COMUNITA’ NUOVA ONLUS,,,,idm38241,ocds-xxxxxx-ZAD28EF587
1626,ZF028EF5F0,T-IT-CF-10727980152,ARTICOLO1 SOLUZIONI HR,,,,idm38261,ocds-xxxxxx-ZF028EF5F0
1627,Z9028EF689,T-IT-CF-97076850151,FONDAZIONE LILA MILANO ONLUS,,,,idm38281,ocds-xxxxxx-Z9028EF689
1628,ZCF28F8213,T-IT-CF-97562510152,ASSOCIAZIONE SOCIETA’ L’ENCICLOPEDIA DELLE DONNE,,,,idm38301,ocds-xxxxxx-ZCF28F8213
1629,ZDA28EF6DF,T-IT-CF-03015970126,TECHINNOVA SRL,,,,idm38321,ocds-xxxxxx-ZDA28EF6DF
1630,Z5C28EF73A,T-IT-CF-03875950960,COOPERATIVA SOCIALE LAFUCINA,,,,idm38341,ocds-xxxxxx-Z5C28EF73A
1631,Z7A2963F57,T-IT-CF-12086540155,RCS MediaGroup SpA,,,,idm38361,ocds-xxxxxx-Z7A2963F57
1632,Z08283D0FE,T-IT-CF-11017271005,Essequadro Service Società Cooperativa,,,,idm38381,ocds-xxxxxx-Z08283D0FE
1633,Z4A2964AEA,T-IT-CF-03619720109,ASSIMPIANTI SERVICE SRL,,,,idm38401,ocds-xxxxxx-Z4A2964AEA
1634,ZCB28EF7BB,T-IT-CF-06977680013,WEP SRL,,,,idm38421,ocds-xxxxxx-ZCB28EF7BB
1635,Z7928EF82E,T-IT-CF-97309950158,ASSOCIAZIONE A.L.A. MILANO ONLUS,,,,idm38441,ocds-xxxxxx-Z7928EF82E
1636,Z172918A22,T-IT-CF-97365450150,ASSOCIAZIONE DI PROMOZIONE SOCIALE JOINT,,,,idm38461,ocds-xxxxxx-Z172918A22
1637,ZC428EF8C9,T-IT-CF-97434740581,FONDAZIONE ENTE PER LO SPETTACOLO,,,,idm38481,ocds-xxxxxx-ZC428EF8C9
1638,Z1128EF990,T-IT-CF-02412760221,DITTA INDIVIDUALE ELASTICO DI ILARIA BOTTI,,,,idm38501,ocds-xxxxxx-Z1128EF990
1639,Z3728EFA00,T-IT-CF-07882420156,COOPERATIVA SOCIALE DIAPASON,,,,idm38521,ocds-xxxxxx-Z3728EFA00
1640,Z8628EFAB4,T-IT-CF-05855530159,GALDUS – SOCIETA’ COOPERATIVA SOCIALE,,,,idm38541,ocds-xxxxxx-Z8628EFAB4
1641,Z08291F1F1,T-IT-CF-09580290964,POLIPROJECTS S.R.L.S.,,,,idm38561,ocds-xxxxxx-Z08291F1F1
1642,Z33290C0D7,T-IT-CF-97308220157,ASSOCIAZIONE ABAREKA’ NANDREE ONLUS,,,,idm38581,ocds-xxxxxx-Z33290C0D7
1643,ZA928EFB50,T-IT-CF-10029810966,ASSOCIAZIONE CULTURALE URBANACT,,,,idm38601,ocds-xxxxxx-ZA928EFB50
1644,Z7F28EFBC2,T-IT-CF-97717280156,ASSOCIAZIONE IL RESTO DEL CAFFE’,,,,idm38621,ocds-xxxxxx-Z7F28EFBC2
1645,IDM38641,T-IT-CF-13226890153,MILANO RISTORAZIONE SPA,,,,idm38641,ocds-xxxxxx-IDM38641
1646,IDM38659,T-IT-CF-13226890153,MILANO RISTORAZIONE SPA,,,,idm38659,ocds-xxxxxx-IDM38659
